image,width,height,ip102_class_id,ip102_class,agroguard_group,mapping_status,xmin,ymin,xmax,ymax,bbox_area_percent
IP000000303.jpg,500,300,1,rice leaf roller,Caterpillars,REVIEW,112.0,46.0,374.0,267.0,38.6013
IP000000304.jpg,800,773,1,rice leaf roller,Caterpillars,REVIEW,84.0,136.0,682.0,703.0,54.8296
IP000000305.jpg,800,632,1,rice leaf roller,Caterpillars,REVIEW,108.0,139.0,628.0,457.0,32.7057
IP000000306.jpg,800,662,1,rice leaf roller,Caterpillars,REVIEW,107.0,104.0,591.0,559.0,41.5823
IP000000307.jpg,800,725,1,rice leaf roller,Caterpillars,REVIEW,53.0,108.0,771.0,670.0,69.5717
IP000000308.jpg,407,500,1,rice leaf roller,Caterpillars,REVIEW,20.0,73.0,388.0,375.0,54.6123
IP000000309.jpg,500,312,1,rice leaf roller,Caterpillars,REVIEW,54.0,49.0,381.0,264.0,45.0673
IP000000311.jpg,800,534,1,rice leaf roller,Caterpillars,REVIEW,114.0,114.0,663.0,416.0,38.8104
IP000000312.jpg,800,559,1,rice leaf roller,Caterpillars,REVIEW,128.0,112.0,683.0,459.0,43.0646
IP000000314.jpg,220,165,1,rice leaf roller,Caterpillars,REVIEW,39.0,43.0,203.0,123.0,36.1433
IP000000318.jpg,757,800,1,rice leaf roller,Caterpillars,REVIEW,1.0,195.0,652.0,551.0,38.2688
IP000000319.jpg,300,200,1,rice leaf roller,Caterpillars,REVIEW,64.0,70.0,219.0,154.0,21.7
IP000000320.jpg,570,420,1,rice leaf roller,Caterpillars,REVIEW,37.0,99.0,513.0,372.0,54.2807
IP000000321.jpg,720,576,1,rice leaf roller,Caterpillars,REVIEW,84.0,187.0,605.0,535.0,43.7182
IP000000322.jpg,729,523,1,rice leaf roller,Caterpillars,REVIEW,88.0,313.0,587.0,430.0,15.3129
IP000000352.jpg,220,130,1,rice leaf roller,Caterpillars,REVIEW,1.0,3.0,220.0,122.0,91.1224
IP000000353.jpg,500,375,1,rice leaf roller,Caterpillars,REVIEW,56.0,91.0,472.0,311.0,48.8107
IP000000354.jpg,1024,710,1,rice leaf roller,Caterpillars,REVIEW,107.0,427.0,848.0,610.0,18.6514
IP000000375.jpg,400,296,1,rice leaf roller,Caterpillars,REVIEW,43.0,138.0,376.0,237.0,27.8438
IP000000377.jpg,146,220,1,rice leaf roller,Caterpillars,REVIEW,33.0,8.0,124.0,210.0,57.2291
IP000000378.jpg,550,400,1,rice leaf roller,Caterpillars,REVIEW,150.0,182.0,524.0,262.0,13.6
IP000000383.jpg,644,600,1,rice leaf roller,Caterpillars,REVIEW,6.0,265.0,608.0,444.0,27.8877
IP000000388.jpg,295,594,1,rice leaf roller,Caterpillars,REVIEW,51.0,106.0,281.0,473.0,48.171
IP000000389.jpg,467,554,1,rice leaf roller,Caterpillars,REVIEW,18.0,61.0,451.0,496.0,72.8032
IP000000390.jpg,300,183,1,rice leaf roller,Caterpillars,REVIEW,11.0,22.0,297.0,142.0,62.5137
IP000000392.jpg,500,500,1,rice leaf roller,Caterpillars,REVIEW,80.0,121.0,464.0,418.0,45.6192
IP000000406.jpg,300,300,1,rice leaf roller,Caterpillars,REVIEW,15.0,78.0,251.0,272.0,50.8711
IP000000409.jpg,484,325,1,rice leaf roller,Caterpillars,REVIEW,38.0,47.0,475.0,287.0,66.6751
IP000000432.jpg,199,163,1,rice leaf roller,Caterpillars,REVIEW,17.0,51.0,186.0,131.0,41.6808
IP000000443.jpg,270,158,1,rice leaf roller,Caterpillars,REVIEW,1.0,30.0,267.0,140.0,68.5888
IP000000446.jpg,400,296,1,rice leaf roller,Caterpillars,REVIEW,43.0,141.0,358.0,239.0,26.0726
IP000000466.jpg,210,220,1,rice leaf roller,Caterpillars,REVIEW,14.0,36.0,200.0,203.0,67.2338
IP000000474.jpg,268,265,1,rice leaf roller,Caterpillars,REVIEW,53.0,26.0,215.0,260.0,53.3765
IP000000488.jpg,3072,1924,1,rice leaf roller,Caterpillars,REVIEW,525.0,447.0,2146.0,1800.0,37.1069
IP000000490.jpg,500,375,1,rice leaf roller,Caterpillars,REVIEW,60.0,90.0,477.0,312.0,49.3728
IP000000502.jpg,400,324,1,rice leaf roller,Caterpillars,REVIEW,88.0,71.0,361.0,213.0,29.912
IP000000523.jpg,600,450,1,rice leaf roller,Caterpillars,REVIEW,78.0,141.0,507.0,295.0,24.4689
IP000000532.jpg,220,248,1,rice leaf roller,Caterpillars,REVIEW,10.0,59.0,209.0,199.0,51.063
IP000000533.jpg,365,690,1,rice leaf roller,Caterpillars,REVIEW,98.0,58.0,319.0,635.0,50.6321
IP000000537.jpg,600,600,1,rice leaf roller,Caterpillars,REVIEW,37.0,128.0,567.0,510.0,56.2389
IP000000538.jpg,168,166,1,rice leaf roller,Caterpillars,REVIEW,31.0,16.0,130.0,163.0,52.1837
IP000000539.jpg,640,686,1,rice leaf roller,Caterpillars,REVIEW,16.0,151.0,622.0,613.0,63.7691
IP000000544.jpg,1024,989,1,rice leaf roller,Caterpillars,REVIEW,138.0,173.0,829.0,918.0,50.8321
IP000000546.jpg,800,531,1,rice leaf roller,Caterpillars,REVIEW,187.0,133.0,616.0,421.0,29.0847
IP000000552.jpg,580,387,1,rice leaf roller,Caterpillars,REVIEW,117.0,113.0,458.0,276.0,24.763
IP000000557.jpg,580,387,1,rice leaf roller,Caterpillars,REVIEW,98.0,95.0,481.0,307.0,36.1739
IP000000564.jpg,1024,753,1,rice leaf roller,Caterpillars,REVIEW,23.0,163.0,978.0,640.0,59.0781
IP000000566.jpg,580,501,1,rice leaf roller,Caterpillars,REVIEW,1.0,81.0,578.0,427.0,68.7047
IP000000567.jpg,1024,715,1,rice leaf roller,Caterpillars,REVIEW,163.0,140.0,885.0,558.0,41.22
IP000000570.jpg,480,360,1,rice leaf roller,Caterpillars,REVIEW,38.0,78.0,450.0,278.0,47.6852
IP000000572.jpg,1000,685,1,rice leaf roller,Caterpillars,REVIEW,193.0,101.0,845.0,621.0,49.4949
IP000000573.jpg,1024,809,1,rice leaf roller,Caterpillars,REVIEW,170.0,224.0,811.0,581.0,27.6234
IP000000576.jpg,800,600,1,rice leaf roller,Caterpillars,REVIEW,27.0,103.0,783.0,517.0,65.205
IP000000588.jpg,240,213,1,rice leaf roller,Caterpillars,REVIEW,24.0,28.0,224.0,195.0,65.3365
IP000000593.jpg,265,230,1,rice leaf roller,Caterpillars,REVIEW,24.0,30.0,250.0,207.0,65.6308
IP000000596.jpg,265,230,1,rice leaf roller,Caterpillars,REVIEW,6.0,40.0,255.0,225.0,75.5783
IP000000605.jpg,325,201,1,rice leaf roller,Caterpillars,REVIEW,211.0,30.0,281.0,201.0,18.3238
IP000000610.jpg,240,200,1,rice leaf roller,Caterpillars,REVIEW,41.0,53.0,218.0,143.0,33.1875
IP000000619.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,35.0,119.0,241.0,183.0,20.2224
IP000000623.jpg,305,213,1,rice leaf roller,Caterpillars,REVIEW,38.0,109.0,261.0,187.0,26.7744
IP000000627.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,102.0,78.0,213.0,158.0,13.6207
IP000000632.jpg,301,216,1,rice leaf roller,Caterpillars,REVIEW,11.0,37.0,284.0,174.0,57.5258
IP000000633.jpg,325,201,1,rice leaf roller,Caterpillars,REVIEW,41.0,94.0,276.0,141.0,16.9078
IP000000646.jpg,325,201,1,rice leaf roller,Caterpillars,REVIEW,38.0,111.0,262.0,166.0,18.8595
IP000000647.jpg,305,214,1,rice leaf roller,Caterpillars,REVIEW,11.0,38.0,272.0,183.0,57.9822
IP000000651.jpg,324,201,1,rice leaf roller,Caterpillars,REVIEW,47.0,115.0,263.0,179.0,21.2272
IP000000652.jpg,325,201,1,rice leaf roller,Caterpillars,REVIEW,47.0,105.0,300.0,167.0,24.0122
IP000000657.jpg,254,257,1,rice leaf roller,Caterpillars,REVIEW,15.0,68.0,210.0,190.0,36.4441
IP000000664.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,64.0,46.0,263.0,162.0,35.4076
IP000000669.jpg,281,231,1,rice leaf roller,Caterpillars,REVIEW,22.0,36.0,225.0,221.0,57.8561
IP000000689.jpg,217,222,1,rice leaf roller,Caterpillars,REVIEW,17.0,15.0,201.0,169.0,58.8201
IP000000693.jpg,301,217,1,rice leaf roller,Caterpillars,REVIEW,5.0,40.0,287.0,196.0,67.3515
IP000000696.jpg,344,280,1,rice leaf roller,Caterpillars,REVIEW,104.0,12.0,236.0,269.0,35.2201
IP000000698.jpg,324,201,1,rice leaf roller,Caterpillars,REVIEW,116.0,8.0,211.0,178.0,24.7988
IP000000706.jpg,310,211,1,rice leaf roller,Caterpillars,REVIEW,2.0,43.0,222.0,181.0,46.4149
IP000000706.jpg,310,211,1,rice leaf roller,Caterpillars,REVIEW,64.0,14.0,202.0,42.0,5.9074
IP000000713.jpg,180,362,1,rice leaf roller,Caterpillars,REVIEW,22.0,41.0,139.0,348.0,55.1243
IP000000714.jpg,266,180,1,rice leaf roller,Caterpillars,REVIEW,26.0,42.0,233.0,142.0,43.2331
IP000000724.jpg,307,213,1,rice leaf roller,Caterpillars,REVIEW,25.0,117.0,249.0,183.0,22.6086
IP000000726.jpg,253,380,1,rice leaf roller,Caterpillars,REVIEW,48.0,9.0,221.0,367.0,64.4206
IP000000735.jpg,269,243,1,rice leaf roller,Caterpillars,REVIEW,84.0,51.0,230.0,195.0,32.163
IP000000742.jpg,234,278,1,rice leaf roller,Caterpillars,REVIEW,12.0,26.0,225.0,248.0,72.6895
IP000000747.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,2.0,63.0,221.0,188.0,41.9894
IP000000747.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,64.0,21.0,204.0,52.0,6.657
IP000000780.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,36.0,50.0,273.0,176.0,45.8041
IP000000782.jpg,285,228,1,rice leaf roller,Caterpillars,REVIEW,65.0,55.0,282.0,187.0,44.0813
IP000000788.jpg,262,184,1,rice leaf roller,Caterpillars,REVIEW,19.0,24.0,259.0,141.0,58.2476
IP000000795.jpg,253,190,1,rice leaf roller,Caterpillars,REVIEW,59.0,21.0,185.0,189.0,44.0358
IP000000798.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,68.0,65.0,274.0,152.0,27.4898
IP000000803.jpg,250,261,1,rice leaf roller,Caterpillars,REVIEW,10.0,58.0,241.0,232.0,61.6
IP000000810.jpg,291,165,1,rice leaf roller,Caterpillars,REVIEW,11.0,18.0,282.0,160.0,80.1458
IP000000822.jpg,301,217,1,rice leaf roller,Caterpillars,REVIEW,66.0,2.0,301.0,183.0,65.1209
IP000000823.jpg,325,201,1,rice leaf roller,Caterpillars,REVIEW,74.0,30.0,301.0,147.0,40.6567
IP000000826.jpg,378,255,1,rice leaf roller,Caterpillars,REVIEW,70.0,61.0,350.0,161.0,29.0487
IP000000827.jpg,314,207,1,rice leaf roller,Caterpillars,REVIEW,21.0,44.0,275.0,197.0,59.7895
IP000000829.jpg,324,201,1,rice leaf roller,Caterpillars,REVIEW,60.0,39.0,308.0,158.0,45.3166
IP000000854.jpg,307,212,1,rice leaf roller,Caterpillars,REVIEW,81.0,4.0,290.0,87.0,26.6532
IP000000854.jpg,307,212,1,rice leaf roller,Caterpillars,REVIEW,100.0,101.0,291.0,154.0,15.5537
IP000000855.jpg,280,233,1,rice leaf roller,Caterpillars,REVIEW,12.0,137.0,256.0,204.0,25.0582
IP000000857.jpg,255,255,1,rice leaf roller,Caterpillars,REVIEW,13.0,10.0,241.0,235.0,78.8927
IP000000859.jpg,256,187,1,rice leaf roller,Caterpillars,REVIEW,51.0,21.0,237.0,120.0,38.4651
IP000000861.jpg,307,213,1,rice leaf roller,Caterpillars,REVIEW,50.0,113.0,262.0,192.0,25.6121
IP000000883.jpg,253,190,1,rice leaf roller,Caterpillars,REVIEW,75.0,35.0,157.0,182.0,25.0759
IP000000884.jpg,303,215,1,rice leaf roller,Caterpillars,REVIEW,5.0,59.0,214.0,186.0,40.7445
IP000000884.jpg,303,215,1,rice leaf roller,Caterpillars,REVIEW,85.0,19.0,205.0,51.0,5.8945
IP000000907.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,27.0,76.0,279.0,159.0,32.0822
IP000000908.jpg,359,269,1,rice leaf roller,Caterpillars,REVIEW,20.0,65.0,331.0,247.0,58.6118
IP000000933.jpg,357,270,1,rice leaf roller,Caterpillars,REVIEW,46.0,95.0,328.0,154.0,17.2611
IP000000937.jpg,251,191,1,rice leaf roller,Caterpillars,REVIEW,91.0,38.0,169.0,184.0,23.7542
IP000000939.jpg,252,191,1,rice leaf roller,Caterpillars,REVIEW,52.0,33.0,205.0,145.0,35.6021
IP000000981.jpg,253,190,1,rice leaf roller,Caterpillars,REVIEW,95.0,66.0,222.0,165.0,26.1556
IP000000982.jpg,317,205,1,rice leaf roller,Caterpillars,REVIEW,24.0,119.0,279.0,170.0,20.0123
IP000000984.jpg,274,176,1,rice leaf roller,Caterpillars,REVIEW,23.0,16.0,230.0,79.0,27.0426
IP000000984.jpg,274,176,1,rice leaf roller,Caterpillars,REVIEW,38.0,108.0,226.0,153.0,17.5431
IP000001028.jpg,255,255,1,rice leaf roller,Caterpillars,REVIEW,12.0,89.0,255.0,188.0,36.9965
IP000001033.jpg,253,190,1,rice leaf roller,Caterpillars,REVIEW,36.0,34.0,127.0,132.0,18.5521
IP000001033.jpg,253,190,1,rice leaf roller,Caterpillars,REVIEW,99.0,46.0,231.0,139.0,25.5378
IP000001048.jpg,295,221,1,rice leaf roller,Caterpillars,REVIEW,29.0,58.0,268.0,192.0,49.1234
IP000001064.jpg,283,231,1,rice leaf roller,Caterpillars,REVIEW,31.0,81.0,272.0,177.0,35.3908
IP000001105.jpg,305,214,1,rice leaf roller,Caterpillars,REVIEW,32.0,125.0,238.0,177.0,16.4118
IP000001107.jpg,256,254,1,rice leaf roller,Caterpillars,REVIEW,68.0,31.0,193.0,244.0,40.9464
IP000001108.jpg,249,263,1,rice leaf roller,Caterpillars,REVIEW,1.0,84.0,223.0,163.0,26.7809
IP000001113.jpg,790,800,1,rice leaf roller,Caterpillars,REVIEW,112.0,264.0,657.0,568.0,26.2152
IP001000005.jpg,400,300,2,rice leaf caterpillar,Caterpillars,REVIEW,91.0,47.0,325.0,250.0,39.585
IP001000012.jpg,450,446,2,rice leaf caterpillar,Caterpillars,REVIEW,109.0,50.0,332.0,438.0,43.1111
IP001000015.jpg,835,603,2,rice leaf caterpillar,Caterpillars,REVIEW,109.0,366.0,655.0,517.0,16.3744
IP001000016.jpg,199,163,2,rice leaf caterpillar,Caterpillars,REVIEW,10.0,54.0,189.0,123.0,38.0769
IP001000028.jpg,449,285,2,rice leaf caterpillar,Caterpillars,REVIEW,157.0,27.0,359.0,263.0,37.2539
IP001000029.jpg,530,402,2,rice leaf caterpillar,Caterpillars,REVIEW,53.0,127.0,446.0,395.0,49.434
IP001000031.jpg,699,529,2,rice leaf caterpillar,Caterpillars,REVIEW,32.0,95.0,676.0,444.0,60.7825
IP001000032.jpg,800,564,2,rice leaf caterpillar,Caterpillars,REVIEW,58.0,14.0,556.0,502.0,53.8617
IP001000033.jpg,500,435,2,rice leaf caterpillar,Caterpillars,REVIEW,30.0,70.0,449.0,329.0,49.8947
IP001000035.jpg,500,313,2,rice leaf caterpillar,Caterpillars,REVIEW,7.0,49.0,489.0,295.0,75.7649
IP001000043.jpg,220,190,2,rice leaf caterpillar,Caterpillars,REVIEW,7.0,2.0,88.0,156.0,29.8421
IP001000043.jpg,220,190,2,rice leaf caterpillar,Caterpillars,REVIEW,115.0,5.0,213.0,160.0,36.3397
IP001000049.jpg,318,238,2,rice leaf caterpillar,Caterpillars,REVIEW,10.0,37.0,304.0,230.0,74.9723
IP001000057.jpg,595,478,2,rice leaf caterpillar,Caterpillars,REVIEW,79.0,9.0,271.0,337.0,22.1427
IP001000057.jpg,595,478,2,rice leaf caterpillar,Caterpillars,REVIEW,341.0,11.0,575.0,329.0,26.1636
IP001000070.jpg,250,247,2,rice leaf caterpillar,Caterpillars,REVIEW,64.0,29.0,190.0,242.0,43.4623
IP001000071.jpg,300,216,2,rice leaf caterpillar,Caterpillars,REVIEW,42.0,64.0,297.0,150.0,33.8426
IP001000074.jpg,293,220,2,rice leaf caterpillar,Caterpillars,REVIEW,107.0,12.0,215.0,157.0,24.2941
IP001000076.jpg,267,240,2,rice leaf caterpillar,Caterpillars,REVIEW,26.0,103.0,218.0,206.0,30.8614
IP001000078.jpg,659,439,2,rice leaf caterpillar,Caterpillars,REVIEW,72.0,6.0,299.0,343.0,26.4427
IP001000078.jpg,659,439,2,rice leaf caterpillar,Caterpillars,REVIEW,354.0,17.0,576.0,388.0,28.4693
IP001000079.jpg,551,595,2,rice leaf caterpillar,Caterpillars,REVIEW,86.0,61.0,472.0,541.0,56.5145
IP001000081.jpg,554,567,2,rice leaf caterpillar,Caterpillars,REVIEW,79.0,44.0,432.0,516.0,53.0425
IP001000084.jpg,400,300,2,rice leaf caterpillar,Caterpillars,REVIEW,6.0,38.0,197.0,267.0,36.4492
IP001000084.jpg,400,300,2,rice leaf caterpillar,Caterpillars,REVIEW,173.0,12.0,381.0,284.0,47.1467
IP001000085.jpg,640,490,2,rice leaf caterpillar,Caterpillars,REVIEW,156.0,83.0,501.0,417.0,36.7443
IP001000088.jpg,382,540,2,rice leaf caterpillar,Caterpillars,REVIEW,129.0,109.0,266.0,437.0,21.784
IP001000090.jpg,421,540,2,rice leaf caterpillar,Caterpillars,REVIEW,154.0,165.0,244.0,424.0,10.2534
IP001000094.jpg,600,400,2,rice leaf caterpillar,Caterpillars,REVIEW,9.0,48.0,181.0,361.0,22.4317
IP001000094.jpg,600,400,2,rice leaf caterpillar,Caterpillars,REVIEW,224.0,50.0,582.0,346.0,44.1533
IP001000107.jpg,441,540,2,rice leaf caterpillar,Caterpillars,REVIEW,123.0,83.0,317.0,443.0,29.3273
IP001000108.jpg,509,600,2,rice leaf caterpillar,Caterpillars,REVIEW,107.0,82.0,397.0,541.0,43.5855
IP001000135.jpg,640,360,2,rice leaf caterpillar,Caterpillars,REVIEW,18.0,82.0,421.0,270.0,32.8837
IP001000147.jpg,595,478,2,rice leaf caterpillar,Caterpillars,REVIEW,59.0,5.0,281.0,339.0,26.0708
IP001000147.jpg,595,478,2,rice leaf caterpillar,Caterpillars,REVIEW,316.0,6.0,561.0,339.0,28.6857
IP001000149.jpg,2752,1576,2,rice leaf caterpillar,Caterpillars,REVIEW,196.0,214.0,2321.0,1524.0,64.1838
IP001000179.jpg,391,512,2,rice leaf caterpillar,Caterpillars,REVIEW,67.0,78.0,298.0,493.0,47.8865
IP001000183.jpg,481,345,2,rice leaf caterpillar,Caterpillars,REVIEW,68.0,134.0,350.0,303.0,28.7192
IP001000185.jpg,300,300,2,rice leaf caterpillar,Caterpillars,REVIEW,92.0,83.0,263.0,240.0,29.83
IP001000189.jpg,300,300,2,rice leaf caterpillar,Caterpillars,REVIEW,9.0,109.0,261.0,217.0,30.24
IP001000190.jpg,300,225,2,rice leaf caterpillar,Caterpillars,REVIEW,70.0,26.0,225.0,216.0,43.6296
IP001000191.jpg,300,300,2,rice leaf caterpillar,Caterpillars,REVIEW,26.0,104.0,268.0,241.0,36.8378
IP001000193.jpg,700,560,2,rice leaf caterpillar,Caterpillars,REVIEW,5.0,177.0,694.0,391.0,37.6138
IP001000200.jpg,890,585,2,rice leaf caterpillar,Caterpillars,REVIEW,299.0,249.0,473.0,577.0,10.9617
IP001000200.jpg,890,585,2,rice leaf caterpillar,Caterpillars,REVIEW,309.0,25.0,753.0,361.0,28.6534
IP001000201.jpg,401,293,2,rice leaf caterpillar,Caterpillars,REVIEW,19.0,147.0,383.0,254.0,33.1492
